hatsune_miku,
katsura_hinagiku,
miqo'te,
shidare_hotaru,
saber_bride saber_extra,
danua,
mimura_kanako,
charlotte_e_yeager,
yin,
arcueid_brunestud,
kasumi_(pokemon),
tokisaki_kurumi,
kanna_kamui,
satonaka_chie,
ranka_lee,
hyuuga_hinata,
kisume,
z1_leberecht_maass_(kantai_collection),
touwa_erio,
hanekawa_tsubasa,
takara_miyuki,
isuzu_(kantai_collection),
maou_(maoyuu),
sento_isuzu,
kyonko,
yuuki_mikan,
haguro_(kantai_collection),
shana,
aegis_(persona),
narumeia_(granblue_fantasy),
kiso_(kantai_collection),
i-58_(kantai_collection),
roll,
totoki_airi,
anjou_naruko,
kasumi_(kantai_collection),
kiyoshimo_(kantai_collection),
watanabe_you,
u-511_(kantai_collection),
aki_shizuha,
angela_balzac,
aragaki_ayase,
kafuu_chino,
selvaria_bles,
darjeeling,
kasugano_sakura,
miyafuji_yoshika,
madotsuki,
vivio,
hiryuu_(kantai_collection),
princess_peach,
beatrice,
erica_hartmann,
leafa,
lily_white,
kishin_sagume,
agano_(kantai_collection),
lum,
nishizumi_maho,
lynette_bishop,
murasame_(kantai_collection),
uzuki_(kantai_collection),
laura_bodewig,
ingrid,
francesca_lucchini,
serval_(kemono_friends),
saten_ruiko,
i-26_(kantai_collection),
princess_zelda,
lancer_(fate/extra_ccc),
houjou_satoko,
re-class_battleship,
eila_ilmatar_juutilainen,
touko_(pokemon),
lillie_(pokemon),
motoori_kosuzu,
chitanda_eru,
tsuruya,
honda_mio,
rydia,
shinki,
akiyama_yukari,
ushiromiya_ange,
doremy_sweet,
sakuma_mayu,
high_priest,
emilia_(re:zero),
akaza_akari,
mumei_(kabaneri),
sorceress_(dragon's_crown),
kawakami_mai,
haruno_sakura,
medicine_melancholy,
ibuki_fuuko,
ichinose_kotomi,
satsuki_(kantai_collection),
yuzuhara_konomi,
hino_akane_(smile_precure!),
kuujou_jolyne,
aoki_reika cure_beauty,
kamitsure_(pokemon),
tatsumaki,
kobayakawa_rinko,
seiran_(touhou),
yamashiro_(kantai_collection),
yahagi_(kantai_collection),
nu-13,
mima,
hiei_(kantai_collection),
sonozaki_shion,
amatsukaze_(kantai_collection) rensouhou-kun,
kiryuuin_satsuki,
amagi_yukiko,
jakuzure_nonon,
iori_rinko,
kumano_(kantai_collection),
kisaragi_(kantai_collection),
horikawa_raiko,
hatsuzuki_(kantai_collection),
haramura_nodoka,
shirona_(pokemon),
i-8_(kantai_collection),
sonozaki_mion,
momo_velia_deviluke,
aerith_gainsborough,
makoto_(street_fighter),
ferry_(granblue_fantasy),
vita,
lucina,
taneshima_popura,
hanyuu,
mika_(girls_und_panzer),
clarisse_(granblue_fantasy),
sailor_moon tsukino_usagi,
mogami_(kantai_collection),
mei_(pokemon),
merlin_prismriver,
miyamoto_frederica,
elsa_(frozen),
sf-a2_miki,
mei_(overwatch),
cagliostro_(granblue_fantasy),
aqua_(konosuba),
gasai_yuno,
tachibana_arisu,
black_hanekawa hanekawa_tsubasa,
kiss-shot_acerola-orion_heart-under-blade,
sakamoto_mio,
hirasawa_ui,
kirigaya_suguha,
ginga_nakajima,
hatsuyuki_(kantai_collection),
lili_(tekken),
nishizumi_miho,
kotonomiya_yuki,
harime_nui,
priest_(ragnarok_online),
kanbaru_suruga,
warspite_(kantai_collection),
sakagami_tomoyo,
maribel_hearn,
ramlethal_valentine,
matoi_ryuuko,
libeccio_(kantai_collection),
xp-tan,
kise_yayoi,
cecilia_alcott,
kumoi_ichirin,
yang_xiao_long,
harusame_(kantai_collection),
abukuma_(kantai_collection),
nadia,
aozaki_aoko,
oikawa_shizuku,
teruzuki_(kantai_collection),
widowmaker_(overwatch),
kirin_(armor),
ayane_(doa),
yamada_aoi,
dark_magician_girl,
sazaki_kaoruko,
kan'u_unchou,
kotegawa_yui,
tone_(kantai_collection),
tina_branford,
jintsuu_(kantai_collection),
super_pochaco,
luna_child,
graf_eisen vita,
choukai_(kantai_collection),
katou_megumi,
saratoga_(kantai_collection),
tokiko_(touhou),
zessica_wong,
futami_mami,
morishima_haruka,
cure_sword kenzaki_makoto,
regina_(dokidoki!_precure),
itsumi_erika,
sonohara_anri,
kujikawa_rise,
sakurai_momoka,
hayasui_(kantai_collection),
asamiya_athena,
furukawa_nagisa,
signum,
lunamaria_hawke,
hachikuji_mayoi,
ashigara_(kantai_collection),
sansei_muramasa,
fusou_(kantai_collection),
naganami_(kantai_collection),
cure_marine kurumi_erika,
ooi_(kantai_collection),
yuugumo_(kantai_collection),
gertrud_barkhorn,
arima_senne,
wang_liu_mei,
star_sapphire,
galko,
sage_(dq3),
yuno,
meer_campbell,
princess_of_the_crystal takakura_himari,
ruby_rose,
reinforce,
kuriyama_mirai,
kasugano_sora,
meltlilith,
midorikawa_nao,
kuma_(kantai_collection),
usada_hikaru,
kino,
hikari_(pokemon),
hayashimo_(kantai_collection),
takebe_saori,
cure_sunshine myoudouin_itsuki,
kirigiri_kyouko,
kusanagi_motoko,
camilla_(fire_emblem_if),
amanogawa_kirara,
revy_(black_lagoon),
sanzen'in_nagi,
kirima_sharo,
hoshino_ruri,
millia_rage,
jun'you_(kantai_collection),
sona_buvelle,
taokaka,
serena_(pokemon),
platinum_the_trinity,
hyuuga_(kantai_collection),
seeu,
shihouin_yoruichi,
vira,
kuradoberi_jam,
jill_valentine,
kagura_(gintama),
cure_march midorikawa_nao,
agrias_oaks,
yamakaze_(kantai_collection),
enma_ai,
index,
houjou_karen,
okazaki_yumemi,
takagi_(tansuke),
caren_hortensia,
menou_kaname,
3.1-tan,
toshinou_kyouko,
junketsu kiryuuin_satsuki,
lei_lei,
bottle_miku hatsune_miku,
android_18,
kohinata_miho,
gwendolyn,
mao_(pokemon),
archbishop,
kokonoe_rin,
araragi_karen,
tsukumo_benben,
chloe_von_einzbern,
tanigawa_kanna,
nyarlathotep_(nyaruko-san),
sakurauchi_riko,
nico_robin,
xenovia_(high_school_dxd),
lyrica_prismriver,
noire,
tedeza_rize,
shinomiya_himawari,
emperor_penguin_(kemono_friends),
houjou_hibiki,
kuroshio_(kantai_collection),
yuigahama_yui,
hibari_(senran_kagura),
shimazu_yoshino,
belldandy,
tharja,
poison_(final_fight),
korra,
shirakiin_ririchiyo,
akizuki_(kantai_collection),
jeanne_alter jeanne_alter_(santa_lily)_(fate) ruler_(fate/apocrypha),
shantae_(character),
caster_(fate/extra) tamamo_no_mae_(swimsuit_lancer)_(fate),
tsushima_yoshiko,
kero kinomoto_sakura,
blanc,
dead_master,
cure_happy hoshizora_miyuki,
lavolpe_(yagisaka_seto),
toujou_koneko,
mizuno_ami sailor_mercury,
pola_(kantai_collection),
umikaze_(kantai_collection),
saya,
pixiv-tan,
caster,
alice_margatroid alice_margatroid_(pc-98),
kazama_asuka,
2k-tan,
mikuma_(kantai_collection),
pod_(nier_automata) yorha_no._2_type_b,
aoba_(kantai_collection),
kusakabe_misao,
akagi_miria,
narusawa_ryouka,
tateyama_ayano,
furudo_erika,
lightning_farron,
princess_serenity tsukino_usagi,
toono_akiha,
kohaku,
hanna-justina_marseille,
enoshima_junko,
vampy,
maka_albarn,
shinon_(sao),
haruka_(pokemon),
usami_sumireko,
natalia_(idolmaster),
mizusawa_mao,
ene_(kagerou_project),
sailor_saturn tomoe_hotaru,
sunny_milk,
reinforce_zwei,
araragi_tsukihi,
chiki,
yui_(angel_beats!),
cure_sunny hino_akane_(smile_precure!),
irisviel_von_einzbern,
cure_rosetta yotsuba_alice,
lusamine_(pokemon),
tsukimiya_ayu,
kirijou_mitsuru,
araiguma-san,
christa_renz,
arashio_(kantai_collection),
arancia,
yukine_chris,
shikinami_(kantai_collection),
yayoi_(kantai_collection),
minase_akiko,
cure_honey oomori_yuuko,
nao_(mabinogi),
hagikaze_(kantai_collection),
ana_coppola,
nibutani_shinka,
yamagishi_fuuka,
tanamachi_kaoru,
kuroyukihime,
yuffie_kisaragi,
kamikaze_(kantai_collection),
ciel,
rias_gremory,
kay_(girls_und_panzer),
huang_baoling,
ranma-chan saotome_ranma,
marie_rose,
moroboshi_kirari,
c.c._lemon_(character),
frederica_bernkastel,
klan_klein,
tokiha_mai,
tooru_(maidragon),
asuka_(senran_kagura),
yuna_(ff10),
watatsuki_no_yorihime,
kagerou_(kantai_collection),
arin,
katyusha,
yukishiro_honoka,
kasumigaoka_utaha,
rosa_farrell,
amazon_(dragon's_crown),
kozakura_marry,
eve_(elsword),
hino_akane_(idolmaster),
amagi_(kantai_collection),
shoebill_(kemono_friends),
morgiana,
moriya_suwako pyonta,
tsunade,
mankanshoku_mako,
hisui,
melona,
beatrix_(granblue_fantasy),
chaika_trabant,
izayoi_aki,
mutsuki_(kantai_collection),
nymph_(sora_no_otoshimono),
kunikida_hanamaru,
tamura_manami,
little_red_riding_hood_(grimm),
heroine_x heroine_x_(alter) saber,
rosetta_(mario),
iroha_(samurai_spirits),
minamoto_chizuru,
nekomusume,
littorio_(kantai_collection),
kirakishou,
kanzaki_kaori,
scathach_(fate/grand_order) scathach_(swimsuit_assassin)_(fate),
asashimo_(kantai_collection),
kino_makoto sailor_jupiter,
tomoe_hotaru,
ms._fortune_(skullgirls),
meiko_(inuarashi),
alena_(dq4),
suou_pavlichenko,
noshiro_(kantai_collection),
feldt_grace,
yukikaze_panettone,
i-168_(kantai_collection),
caster_(fate/extra) tamamo_cat_(fate/grand_order),
kurugaya_yuiko,
tsubaki_yayoi,
nanami_chiaki,
shampoo_(ranma_1/2),
black_heart noire,
female_protagonist_(pokemon_go),
kasuga_ayumu,
inami_mahiru,
ikaruga_(senran_kagura),
rainbow_mika,
angel_(kof),
nakoruru,
natsume_rin,
yumeko,
haku_(p&d),
shirayuki_hime,
kos-mos,
judith,
grayfia_lucifuge,
eureka,
toudou_shimako,
minato_tomoka,
milfeulle_sakuraba,
kuroki_tomoko,
feena_fam_earthlight,
cure_melody houjou_hibiki,
the_order_grande,
mu-12,
ishtar_(fate/grand_order) toosaka_rin,
majikina_mina,
ushiromiya_maria,
ise_(kantai_collection),
miyaura_sanshio,
female_protagonist_(persona_3),
sabitsuki,
passion_lip,
kawazoe_tamaki,
isonami_(kantai_collection),
rikku,
re_mii,
kasane_teto,
kamikita_komari,
hatsuharu_(kantai_collection),
cure_moonlight tsukikage_yuri,
helena_blavatsky_(fate/grand_order),
ayase_yue,
soldier_(dq3),
yukinoshita_yukino,
takao_(aoki_hagane_no_arpeggio),
victorica_de_blois,
hoshi_shouko,
ex-rumia rumia,
len,
japanese_crested_ibis_(kemono_friends),
isolated_island_oni,
amae_koromo,
cure_peach momozono_love,
manya,
me-tan,
jack-o_(guilty_gear),
shinonono_houki,
makigumo_(kantai_collection),
asia_argento,
astaroth_(shinrabanshou),
tomori_nao,
ibuki_(street_fighter),
sonsaku_hakufu,
lina_inverse,
elena_(street_fighter),
misaki_mei,
elf_(dragon's_crown),
sasaki_chiho,
ryuuhou_(kantai_collection) taigei_(kantai_collection),
shalon,
mukai_takumi,
kyon kyonko,
maria_(hayate_no_gotoku!),
baiken,
takane_manaka,
yuel_(granblue_fantasy),
harukaze_(kantai_collection),
cattleya,
merry_nightmare,
miyazaki_nodoka,
katori_(kantai_collection),
neptune_(choujigen_game_neptune),
isabella_valentine,
dekomori_sanae,
revolver_knuckle subaru_nakajima,
fuuro_(pokemon),
quetzalcoatl_(maidragon),
electro_emilia,
cure_diamond hishikawa_rikka,
busujima_saeko,
katsuragi_misato,
rachel_alucard,
pepperoni_(girls_und_panzer),
zeta_(granblue_fantasy),
ootsuki_yui,
toudou_yurika,
yumi_(senran_kagura),
kisaragi_momo,
ringo_(touhou),
lyn_(blade_&_soul),
boudica_(fate/grand_order),
amanogawa_kirara cure_twinkle,
cham_cham,
alicia_florence,
midna,
lucy_heartfilia,
eas higashi_setsuna,
ellen_baker,
kos-mos kos-mos_ver._4,
haman_karn,
katarina_du_couteau,
cure_muse_(yellow) shirabe_ako,
weiss_schnee,
abe_nana,
airi_(queen's_blade),
kula_diamond,
kaine_(nier),
neptune_(choujigen_game_neptune) purple_heart,
nanael,
sherlock_shellingford,
kamiya_nao,
himejima_akeno,
aino_megumi cure_lovely,
chitose_(kantai_collection),
kagurazaka_asuna,
may_(guilty_gear),
imaichi_moenai_ko,
jinx_(league_of_legends),
airfield_hime,
morikubo_nono,
aty_(summon_night),
kudelia_aina_bernstein,
sakura_chiyo,
nishizumi_shiho,
anceril_sacred,
shiina_mashiro,
celes_chere,
lucy_maria_misora,
yumizuka_satsuki,
yamagishi_yukako,
mizuho_(kantai_collection),
power_girl,
euphemia_li_britannia,
tron_bonne,
reisen,
mizutani_eri,
minna-dietlinde_wilcke,
mifune_miyu,
kohaku_(yua),
rory_mercury,
tanya_degurechaff,
hoshizora_ikuyo,
boa_hancock,
elphelt_valentine,
sylvie_(dorei_to_no_seikatsu),
amasawa_yuuko,
rinpoo_chuan,
suiren_(pokemon),
jessica_albert,
manabe_nodoka,
sasasegawa_sasami,
kurumi_erika,
endou_saya_(dagashi_kashi),
oomori_yuuko,
pharah_(overwatch),
silica,
mai_natsume,
yura_(kantai_collection),
yomiko_readman,
blue_rose_(tiger_&_bunny) karina_lyle,
chii,
shidou_irina,
evangeline_a_k_mcdowell,
cassandra_alexandra,
shinonome_nano,
marina_ismail,
komori_kiri,
sara_(granblue_fantasy),
iwakura_lain,
alice_margatroid hourai_doll shanghai_doll,
aloe_(quiz_magic_academy),
nanao_yuriko,
leviathan_(skullgirls) squigly_(skullgirls),
ichihara_nina,
lyndis_(fire_emblem),
sailor_moon super_sailor_moon tsukino_usagi,
manaka_lala,
akita_neru,
hoto_cocoa,
ogata_chieri,
battleship_hime,
shimada_arisu,
tsukumo_yatsuhashi,
igarashi_kyouko,
palutena,
luo_tianyi,
oshino_ougi,
sen_(granblue_fantasy),
mikazuki_yozora,
kamizaki_risa,
mizunashi_akari,
celestia_ludenberck,
schwertkreuz yagami_hayate,
pachira,
maru-yu_(kantai_collection),
altera_(fate),
kawashima_mizuki,
misumi_nagisa,
kuchiki_rukia,
grey_wolf_(kemono_friends),
otonashi_saya,
mint_blancmanche,
suzukaze_(kantai_collection),
kagari_atsuko,
minamoto_no_raikou_(fate/grand_order),
kumashiro_maya,
saigusa_haruka,
heles,
black_gold_saw,
akitsushima_(kantai_collection),
aizawa_sakuya,
yamada_elf,
soma_peries,
miyamoto_musashi_(fate/grand_order),
shanghai_doll,
ooba_minori,
kotona_elegance,
hakurei_reimu kirisame_marisa,
yuri_sakazaki,
tada_riina,
zarya_(overwatch),
ayanami_(kantai_collection),
karin_(p&d),
blue_(pokemon),
aircraft_carrier_hime,
minase_nayuki,
ujimatsu_chiya,
tsutsukakushi_tsukiko,
temari,
megurine_luka megurine_luka_(toeto),
destroyer_hime,
koiwai_yotsuba,
bb_(fate/extra_ccc),
matoi_(pso2),
nena_trinity,
miki_sayaka oktavia_von_seckendorff,
alleyne_(queen's_blade),
hatsukaze_(kantai_collection),
kirisaki_chitoge,
mochizuki_(kantai_collection),
rio_rollins,
daidouji_tomoyo,
kurosawa_ruby,
fuura_kafuka,
kurosaki_mea,
hishikawa_rikka,
canal_vorfeed,
bullet_(blazblue),
bastet_(p&d),
gardevoir,
bulma,
matsuura_kanan,
lindy_harlaown,
medicine_melancholy su-san,
villetta_nu,
boko_(girls_und_panzer) shimada_arisu,
minakami_mai,
suzuki_jun,
hasegawa_kobato,
matsumoto_rangiku,
sasaki_chie,
erza_scarlet,
tanaka_asuka,
yuki_onna_(nurarihyon_no_mago),
princess_of_moonbrook,
arnval,
rasis,
aori_(splatoon),
katsuragi_(senran_kagura),
shiratsuyu_(kantai_collection),
albedo,
kujou_karen,
blake_belladonna,
kako_(kantai_collection),
aoki_reika,
sawamura_spencer_eriri,
karura_(utawareru_mono),
uni_(choujigen_game_neptune),
twilight_sparkle,
lenalee_lee,
matsudaira_touko,
anabuki_tomoko,
dark_sakura matou_sakura,
princess_daisy,
hino_rei sailor_mars,
kiriya_aoi,
miyamizu_mitsuha,
shamu_meruruusa,
winry_rockbell,
kitazawa_shiho,
asakaze_(kantai_collection),
otonashi_kiruko,
heroine_x saber,
isayama_yomi,
himeragi_yukina,
bianca,
michishio_(kantai_collection),
oyashio_(kantai_collection),
reizei_mako,
aruruw,
eva_beatrice,
natsume_(pokemon),
amaha_masane,
momoe_nagisa,
ebina_nana,
nikka_edvardine_katajainen,
cure_beat kurokawa_eren seiren_(suite_precure),
isshiki_iroha,
shirayuki_(kantai_collection),
megurine_luka takoluka,
kawashima_ami,
kafuu_chino tippy_(gochiusa),
kanno_naoe,
shiina_mayuri,
lily_(vocaloid),
cure_passion higashi_setsuna,
kobushi_abiru,
shinon_(sao) shinon_(sao-alo),
izuna_(shinrabanshou),
misaka_imouto,
jakuri,
caro_ru_lushe,
nagatsuki_(kantai_collection),
ononoki_yotsugi,
tenma_gabriel_white,
barasuishou,
sherry_birkin,
kinugasa_(kantai_collection),
nepgear,
edna_(tales),
nerine,
inoue_orihime,
elizabeth_(persona),
shermie,
teana_lanster,
sophie_(tales),
kuga_natsuki,
subaru_nakajima,
nakano_yuka,
sakuya_(p&d),
bikko,
female_my_unit_(fire_emblem_if) my_unit_(fire_emblem_if),
katou_keiko,
nowaki_(kantai_collection),
curse_maker,
florence_nightingale_(fate/grand_order),
kaban_(kemono_friends),
akigumo_(kantai_collection),
al_azif,
misaka_shiori,
chikuma_(kantai_collection),
yuri_(angel_beats!),
nitocris_(fate/grand_order),
ohara_mari,
moonlight_flower,
matsuri_(teriyaki),
linne,
female_admiral_(kantai_collection),
itou_noemi,
tsukahara_hibiki,
kirisame_marisa patchouli_knowledge,
cerebella_(skullgirls) vice-versa_(skullgirls),
tianzi,
elizabeth_liones,
maikaze_(kantai_collection),
cure_rhythm minamino_kanade,
kamoi_(kantai_collection),
shiomi_shuuko,
tachibana_miya,
cinia_pacifica,
tachibana_himeko,
takamori_aiko,
igawa_asagi,
cure_flora haruno_haruka,
panty_(psg),
mary_stuart,
ayase_fuuka,
kochiya_sanae pyonta,
zange,
oboro_(kantai_collection),
levantine signum,
kiyohime_(fate/grand_order),
andou_mahoro,
itoshiki_rin,
assassin_of_black,
asseylum_vers_allusia,
chikage_(sister_princess),
amayadori_machi,
iri_flina,
yonomori_kobeni,
isshiki_akane,
satake_minako,
chi-chi_(dragon_ball),
takeba_yukari,
aila_jyrkiainen,
anemone_(eureka_seven),
sairenji_haruna,
gumi megpoid_(vocaloid3),
mordred_(swimsuit_rider)_(fate) saber_of_red,
hina_ichigo,
naganohara_mio,
sakuya_(sister_princess),
sion_eltnam_atlasia,
cure_blossom hanasaki_tsubomi,
huang_lingyin,
black_hood,
darkness_(konosuba),
dark_precure,
au_ra,
kanzuki_karin,
aoyama_sumika,
millhiore_f_biscotti,
hinomoto_hikari,
melon-chan,
homura_(senran_kagura),
ibaraki_douji_(fate/grand_order),
amulet_heart hinamori_amu,
sasamori_karin,
maizono_sayaka,
nachi_(kantai_collection),
ichii_tooru,
cyan_(show_by_rock!!),
jochuu-san,
lisa_lisa,
garnet_til_alexandros_xvii,
aida_mana,
hinamori_amu,
symmetra_(overwatch),
uesugi_u_kyouko,
fran,
ashelia_b'nargin_dalmasca,
cure_pine yamabuki_inori,
oozora_akari,
mamiya_(kantai_collection),
blanc white_heart,
urabe_mikoto,
doronjo leopard_(yatterman),
mina_tepes,
mai_(touhou),
cure_black misumi_nagisa,
rakka,
charlotta_(granblue_fantasy),
gene_(pso2),
rossweisse,
tabitha,
illyasviel_von_einzbern prisma_illya,
kunihiro_hajime,
ayatsuji_tsukasa,
estellise_sidos_heurassein,
yano_erika,
lambdadelta,
plain_doll,
midway_hime,
io_(pso2),
sayaka_(saru_getchu),
yuzuhara_haruka,
matsuoka_gou,
blue_mary,
miyamori_aoi,
matsumae_ohana,
magisa_(granblue_fantasy),
ryuuzaki_kaoru,
akatsuki_(log_horizon),
hutaba_akane,
muffet,
kitashirakawa_chiyuri,
hatena_yousei,
naruse_mio,
annie_leonhardt,
asui_tsuyu,
lacus_clyne,
vert,
sumeragi_lee_noriega,
light_cruiser_oni,
aquila_yuna,
faris_scherwiz,
cthugha_(nyaruko-san),
totooria_helmold,
menace setra,
kitsu_chiri,
hayase_mitsuki,
nanase_kureha,
mishaguji moriya_suwako,
parasoul_(skullgirls),
shamal,
mizuno_ami,
kurusugawa_ayaka,
hunter_(ragnarok_online),
cure_mermaid kaidou_minami,
toono_akiha vermillion_akiha,
hotaru_(splatoon),
strength_(black_rock_shooter),
hermione_granger,
fukuzawa_yumi,
kuromiya_raika,
shigure_asa,
lao_jiu litchi_faye_ling,
tachibana_hibiki_(symphogear),
tachibana_marika,
nunnally_lamperouge,
kagamine_rin kagamine_rin_(roshin_yuukai/hard_rkmix),
